"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1904994","regulation of leukocyte adhesion to vascular endothelial cell","2/10","41/18805",0.0487804878048781,91.7317073170732,13.4150487620464,0.000206408467393664,0.00198724648534483,0.000599480604493314,"IL6/TNF",2
"GO:0030595","leukocyte chemotaxis","3/10","234/18805",0.0128205128205128,24.1089743589744,8.20493057433997,0.000213991801232023,0.00201256556084829,0.000607118456566501,"IL6/CXCL8/CCL2",3
"GO:0002360","T cell lineage commitment","2/10","42/18805",0.0476190476190476,89.5476190476191,13.2511737989646,0.000216667406854024,0.00201256556084829,0.000607118456566501,"IL6/STAT3",2
"GO:0032733","positive regulation of interleukin-10 production","2/10","42/18805",0.0476190476190476,89.5476190476191,13.2511737989646,0.000216667406854024,0.00201256556084829,0.000607118456566501,"IL6/STAT3",2
"GO:0060251","regulation of glial cell proliferation","2/10","42/18805",0.0476190476190476,89.5476190476191,13.2511737989646,0.000216667406854024,0.00201256556084829,0.000607118456566501,"IL6/TNF",2
"GO:0150077","regulation of neuroinflammatory response","2/10","42/18805",0.0476190476190476,89.5476190476191,13.2511737989646,0.000216667406854024,0.00201256556084829,0.000607118456566501,"IL6/TNF",2
"GO:0097529","myeloid leukocyte migration","3/10","237/18805",0.0126582278481013,23.8037974683544,8.14897040731363,0.000222177321492835,0.0020493138954479,0.000618204103969758,"IL6/CXCL8/CCL2",3
"GO:0014002","astrocyte development","2/10","44/18805",0.0454545454545455,85.4772727272727,12.940235714773,0.000237922285820183,0.00217930204858904,0.000657416842397874,"IL6/TNF",2
"GO:0035196","miRNA processing","2/10","45/18805",0.0444444444444444,83.5777777777778,12.7925460101159,0.00024891780212506,0.00226429366208934,0.00068305574739218,"IL6/STAT3",2
"GO:0045646","regulation of erythrocyte differentiation","2/10","46/18805",0.0434782608695652,81.7608695652174,12.6496647817942,0.000260158421041889,0.00235033532434419,0.000709011414230959,"STAT1/STAT3",2
"GO:0002274","myeloid leukocyte activation","3/10","251/18805",0.0119521912350598,22.4760956175299,7.90091463913142,0.000263073393173185,0.00236050207888048,0.000712078357461253,"IL6/TNF/CXCL8",3
"GO:0007179","transforming growth factor beta receptor signaling pathway","3/10","252/18805",0.0119047619047619,22.3869047619048,7.88397230144337,0.000266168172354201,0.00237213391442697,0.00071558726280148,"JUN/FOS/STAT3",3
"GO:0002673","regulation of acute inflammatory response","2/10","48/18805",0.0416666666666667,78.3541666666667,12.3773193827656,0.000283374121616164,0.0024590162263929,0.000741796523344253,"IL6/TNF",2
"GO:0006953","acute-phase response","2/10","48/18805",0.0416666666666667,78.3541666666667,12.3773193827656,0.000283374121616164,0.0024590162263929,0.000741796523344253,"IL6/TNF",2
"GO:0033138","positive regulation of peptidyl-serine phosphorylation","2/10","48/18805",0.0416666666666667,78.3541666666667,12.3773193827656,0.000283374121616164,0.0024590162263929,0.000741796523344253,"IL6/TNF",2
"GO:0042119","neutrophil activation","2/10","48/18805",0.0416666666666667,78.3541666666667,12.3773193827656,0.000283374121616164,0.0024590162263929,0.000741796523344253,"TNF/CXCL8",2
"GO:0010001","glial cell differentiation","3/10","259/18805",0.0115830115830116,21.7818532818533,7.76806739770948,0.000288496389009564,0.00248710285688637,0.000750269246959856,"IL6/TNF/STAT3",3
"GO:0006775","fat-soluble vitamin metabolic process","2/10","49/18805",0.0408163265306122,76.7551020408163,12.2473963227223,0.000295348781022689,0.00252964313096705,0.000763102113647138,"TNF/NFKB1",2
"GO:0001774","microglial cell activation","2/10","50/18805",0.04,75.22,12.1213606799034,0.000307567698539219,0.00261730189918213,0.000789545603041255,"IL6/TNF",2
"GO:0043368","positive T cell selection","2/10","51/18805",0.0392156862745098,73.7450980392157,11.9990212362951,0.000320030663336764,0.00268866525440249,0.000811073353947681,"IL6/STAT3",2
"GO:0140467","integrated stress response signaling","2/10","51/18805",0.0392156862745098,73.7450980392157,11.9990212362951,0.000320030663336764,0.00268866525440249,0.000811073353947681,"JUN/FOS",2
"GO:1905562","regulation of vascular endothelial cell proliferation","2/10","52/18805",0.0384615384615385,72.3269230769231,11.880199698946,0.000332737464704829,0.00277772605028904,0.000837939784533146,"STAT3/CCL2",2
"GO:0002269","leukocyte activation involved in inflammatory response","2/10","53/18805",0.0377358490566038,70.9622641509434,11.7647295976638,0.000345687892051362,0.00281458228157869,0.000849057980477031,"IL6/TNF",2
"GO:0035094","response to nicotine","2/10","53/18805",0.0377358490566038,70.9622641509434,11.7647295976638,0.000345687892051362,0.00281458228157869,0.000849057980477031,"TNF/NFKB1",2
"GO:0101023","vascular endothelial cell proliferation","2/10","53/18805",0.0377358490566038,70.9622641509434,11.7647295976638,0.000345687892051362,0.00281458228157869,0.000849057980477031,"STAT3/CCL2",2
"GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation","2/10","53/18805",0.0377358490566038,70.9622641509434,11.7647295976638,0.000345687892051362,0.00281458228157869,0.000849057980477031,"TNF/JUN",2
"GO:0002548","monocyte chemotaxis","2/10","54/18805",0.037037037037037,69.6481481481481,11.6524552954894,0.000358881734902711,0.00290407980574648,0.000876056156236518,"IL6/CCL2",2
"GO:0072538","T-helper 17 type immune response","2/10","55/18805",0.0363636363636364,68.3818181818182,11.5432310985629,0.000372318782903566,0.00299444191859636,0.000903315147224312,"IL6/STAT3",2
"GO:0010721","negative regulation of cell development","3/10","285/18805",0.0105263157894737,19.7947368421053,7.37466240834196,0.000382000528044038,0.00303529335234992,0.000915638551684505,"IL6/TNF/IRF1",3
"GO:1903039","positive regulation of leukocyte cell-cell adhesion","3/10","285/18805",0.0105263157894737,19.7947368421053,7.37466240834196,0.000382000528044038,0.00303529335234992,0.000915638551684505,"IL6/TNF/CCL2",3
"GO:0036230","granulocyte activation","2/10","56/18805",0.0357142857142857,67.1607142857143,11.4369204537909,0.000385998825816908,0.00304869731288923,0.000919682043232218,"TNF/CXCL8",2
"GO:0061756","leukocyte adhesion to vascular endothelial cell","2/10","58/18805",0.0344827586206897,64.8448275862069,11.2325350336552,0.000414087056024168,0.0032510763505707,0.00098073250110987,"IL6/TNF",2
"GO:0019058","viral life cycle","3/10","295/18805",0.0101694915254237,19.1237288135593,7.23701228792212,0.000422600706699957,0.00329828598897777,0.000994973946637084,"TNF/CXCL8/CCL2",3
"GO:0061900","glial cell activation","2/10","59/18805",0.0338983050847458,63.7457627118644,11.1342266720197,0.000428494823435067,0.00332461571829913,0.00100291667652294,"IL6/TNF",2
"GO:0043122","regulation of canonical NF-kappaB signal transduction","3/10","300/18805",0.01,18.805,7.17070765373475,0.000443906306191704,0.00342404922729156,0.00103291218061228,"TNF/STAT1/STAT3",3
"GO:0014009","glial cell proliferation","2/10","61/18805",0.0327868852459016,61.655737704918,10.9448452393076,0.000458036614049623,0.0035125017089038,0.001059595104717,"IL6/TNF",2
"GO:0010574","regulation of vascular endothelial growth factor production","2/10","62/18805",0.032258064516129,60.6612903225806,10.8535769633816,0.000473170218078664,0.00358684780256183,0.00108202264025248,"IL6/STAT3",2
"GO:0045599","negative regulation of fat cell differentiation","2/10","62/18805",0.032258064516129,60.6612903225806,10.8535769633816,0.000473170218078664,0.00358684780256183,0.00108202264025248,"IL6/TNF",2
"GO:0071560","cellular response to transforming growth factor beta stimulus","3/10","308/18805",0.00974025974025974,18.3165584415584,7.06789760531049,0.000479419777990575,0.00361345535525468,0.0010900491794312,"JUN/FOS/STAT3",3
"GO:0051341","regulation of oxidoreductase activity","2/10","63/18805",0.0317460317460317,59.6984126984127,10.7644692518963,0.000488545348669068,0.0036613142891733,0.00110448649400064,"TNF/NFKB1",2
"GO:0002763","positive regulation of myeloid leukocyte differentiation","2/10","64/18805",0.03125,58.765625,10.6774375369397,0.000504161796528353,0.00373589555966796,0.00112698497390726,"TNF/FOS",2
"GO:0045058","T cell selection","2/10","64/18805",0.03125,58.765625,10.6774375369397,0.000504161796528353,0.00373589555966796,0.00112698497390726,"IL6/STAT3",2
"GO:0071559","response to transforming growth factor beta","3/10","315/18805",0.00952380952380952,17.9095238095238,6.98107260996441,0.000511958532746645,0.00377247656252975,0.0011380201433592,"JUN/FOS/STAT3",3
"GO:0032615","interleukin-12 production","2/10","65/18805",0.0307692307692308,57.8615384615385,10.5924018182427,0.000520019352481873,0.00378149405377854,0.0011407403952981,"IRF1/NFKB1",2
"GO:0032655","regulation of interleukin-12 production","2/10","65/18805",0.0307692307692308,57.8615384615385,10.5924018182427,0.000520019352481873,0.00378149405377854,0.0011407403952981,"IRF1/NFKB1",2
"GO:0002366","leukocyte activation involved in immune response","3/10","319/18805",0.00940438871473354,17.6849529780564,6.93270643576527,0.00053117615840344,0.00378149405377854,0.0011407403952981,"IL6/TNF/STAT3",3
"GO:0031100","animal organ regeneration","2/10","66/18805",0.0303030303030303,56.9848484848485,10.5092863506919,0.000536117807472773,0.00378149405377854,0.0011407403952981,"IL6/TNF",2
"GO:0032613","interleukin-10 production","2/10","66/18805",0.0303030303030303,56.9848484848485,10.5092863506919,0.000536117807472773,0.00378149405377854,0.0011407403952981,"IL6/STAT3",2
"GO:0032653","regulation of interleukin-10 production","2/10","66/18805",0.0303030303030303,56.9848484848485,10.5092863506919,0.000536117807472773,0.00378149405377854,0.0011407403952981,"IL6/STAT3",2
"GO:0033135","regulation of peptidyl-serine phosphorylation","2/10","66/18805",0.0303030303030303,56.9848484848485,10.5092863506919,0.000536117807472773,0.00378149405377854,0.0011407403952981,"IL6/TNF",2
"GO:2000351","regulation of endothelial cell apoptotic process","2/10","66/18805",0.0303030303030303,56.9848484848485,10.5092863506919,0.000536117807472773,0.00378149405377854,0.0011407403952981,"TNF/CCL2",2
"GO:0002263","cell activation involved in immune response","3/10","323/18805",0.00928792569659443,17.4659442724458,6.88521293049402,0.00055085354851904,0.00386476505583305,0.00116586025386449,"IL6/TNF/STAT3",3
"GO:0030217","T cell differentiation","3/10","324/18805",0.00925925925925926,17.412037037037,6.8734727650193,0.000555845285249596,0.00387915307536623,0.00117020060052547,"IL6/STAT3/IRF1",3
"GO:0060326","cell chemotaxis","3/10","325/18805",0.00923076923076923,17.3584615384615,6.86178506811085,0.000560866124105539,0.00389359167208003,0.00117455620449803,"IL6/CXCL8/CCL2",3
"GO:0070918","regulatory ncRNA processing","2/10","68/18805",0.0294117647058824,55.3088235294118,10.3485327671595,0.00056903657892794,0.00392962956861755,0.00118542753835636,"IL6/STAT3",2
"GO:2000144","positive regulation of DNA-templated transcription initiation","2/10","69/18805",0.0289855072463768,54.5072463768116,10.2707619701926,0.000585856477866987,0.00402471194951331,0.00121411046400066,"JUN/NFKB1",2
"GO:0022409","positive regulation of cell-cell adhesion","3/10","337/18805",0.00890207715133531,16.7403560830861,6.72548373314093,0.00062341264907606,0.0042605247882452,0.00128524669403191,"IL6/TNF/CCL2",3
"GO:0048872","homeostasis of number of cells","3/10","339/18805",0.00884955752212389,16.641592920354,6.70344991225682,0.000634254322311929,0.00430505721243219,0.0012986805205693,"IL6/STAT1/STAT3",3
"GO:0072577","endothelial cell apoptotic process","2/10","72/18805",0.0277777777777778,52.2361111111111,10.0471456167256,0.000637755724847995,0.00430505721243219,0.0012986805205693,"TNF/CCL2",2
"GO:1902105","regulation of leukocyte differentiation","3/10","340/18805",0.00882352941176471,16.5926470588235,6.69250350737246,0.000639720404576732,0.00430505721243219,0.0012986805205693,"TNF/FOS/IRF1",3
"GO:0014015","positive regulation of gliogenesis","2/10","73/18805",0.0273972602739726,51.5205479452055,9.97565369059497,0.000655534629392307,0.00432193230495168,0.00130377112746637,"IL6/TNF",2
"GO:0032722","positive regulation of chemokine production","2/10","73/18805",0.0273972602739726,51.5205479452055,9.97565369059497,0.000655534629392307,0.00432193230495168,0.00130377112746637,"IL6/TNF",2
"GO:0045670","regulation of osteoclast differentiation","2/10","73/18805",0.0273972602739726,51.5205479452055,9.97565369059497,0.000655534629392307,0.00432193230495168,0.00130377112746637,"TNF/FOS",2
"GO:0042742","defense response to bacterium","3/10","343/18805",0.0087463556851312,16.4475218658892,6.65994222324858,0.000656300492774281,0.00432193230495168,0.00130377112746637,"IL6/TNF/NFKB1",3
"GO:0071214","cellular response to abiotic stimulus","3/10","344/18805",0.00872093023255814,16.3997093023256,6.6491799890047,0.000661888040637028,0.00432193230495168,0.00130377112746637,"TNF/IRF1/NFKB1",3
"GO:0104004","cellular response to environmental stimulus","3/10","344/18805",0.00872093023255814,16.3997093023256,6.6491799890047,0.000661888040637028,0.00432193230495168,0.00130377112746637,"TNF/IRF1/NFKB1",3
"GO:0071260","cellular response to mechanical stimulus","2/10","74/18805",0.027027027027027,50.8243243243243,9.9055992102382,0.000673552764753514,0.00437643397394032,0.00132021231566932,"IRF1/NFKB1",2
"GO:0062012","regulation of small molecule metabolic process","3/10","347/18805",0.00864553314121038,16.2579250720461,6.61716327334157,0.000678834236494751,0.00438912920557145,0.00132404200926221,"TNF/STAT3/NFKB1",3
"GO:0071496","cellular response to external stimulus","2/10","75/18805",0.0266666666666667,50.1466666666667,9.83693420821777,0.000691809922932594,0.00445120628462484,0.0013427684255123,"IRF1/NFKB1",2
"GO:0032481","positive regulation of type I interferon production","2/10","76/18805",0.0263157894736842,49.4868421052632,9.76961293131311,0.000710305896047814,0.00450429556195705,0.00135878354608337,"STAT1/IRF1",2
"GO:0045123","cellular extravasation","2/10","76/18805",0.0263157894736842,49.4868421052632,9.76961293131311,0.000710305896047814,0.00450429556195705,0.00135878354608337,"TNF/CCL2",2
"GO:0048525","negative regulation of viral process","2/10","76/18805",0.0263157894736842,49.4868421052632,9.76961293131311,0.000710305896047814,0.00450429556195705,0.00135878354608337,"TNF/STAT1",2
"GO:0051966","regulation of synaptic transmission, glutamatergic","2/10","77/18805",0.025974025974026,48.8441558441558,9.70359171076259,0.000729040476334671,0.00460097793438005,0.00138794913147573,"TNF/CCL2",2
"GO:0002637","regulation of immunoglobulin production","2/10","78/18805",0.0256410256410256,48.2179487179487,9.63882884168172,0.000748013456145854,0.00469823689836372,0.00141728865375004,"IL6/TNF",2
"GO:0010469","regulation of signaling receptor activity","2/10","80/18805",0.025,47.0125,9.51292049253276,0.000786673784337547,0.00489444679972275,0.00147647810565835,"TNF/CCL2",2
"GO:0045069","regulation of viral genome replication","2/10","80/18805",0.025,47.0125,9.51292049253276,0.000786673784337547,0.00489444679972275,0.00147647810565835,"TNF/CXCL8",2
"GO:2000142","regulation of DNA-templated transcription initiation","2/10","82/18805",0.024390243902439,45.8658536585366,9.39158944854803,0.000826285221786168,0.00511676153772749,0.00154354244544191,"JUN/NFKB1",2
"GO:0002696","positive regulation of leukocyte activation","3/10","372/18805",0.00806451612903226,15.1653225806452,6.36508025074323,0.000830998061546599,0.0051218992671961,0.001545092313156,"IL6/TNF/CCL2",3
"GO:0019233","sensory perception of pain","2/10","83/18805",0.0240963855421687,45.3132530120482,9.33255406392092,0.0008464470886072,0.0051928544645251,0.00156649693754478,"TNF/CCL2",2
"GO:0042093","T-helper cell differentiation","2/10","86/18805",0.0232558139534884,43.7325581395349,9.16158788166427,0.00090835479846443,0.00554685175543789,0.00167328515506606,"IL6/STAT3",2
"GO:0150076","neuroinflammatory response","2/10","87/18805",0.0229885057471264,43.2298850574713,9.10654756704011,0.000929464049176034,0.00564917973487803,0.00170415381651482,"IL6/TNF",2
"GO:0030336","negative regulation of cell migration","3/10","388/18805",0.0077319587628866,14.5399484536082,6.21623445188816,0.000938974110085916,0.00564917973487803,0.00170415381651482,"TNF/STAT3/CCL2",3
"GO:0001818","negative regulation of cytokine production","3/10","389/18805",0.0077120822622108,14.5025706940874,6.20722607899351,0.000946005207277795,0.00564917973487803,0.00170415381651482,"IL6/TNF/NFKB1",3
"GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","2/10","88/18805",0.0227272727272727,42.7386363636364,9.05243527579197,0.000950809629372951,0.00564917973487803,0.00170415381651482,"IL6/STAT3",2
"GO:0003407","neural retina development","2/10","88/18805",0.0227272727272727,42.7386363636364,9.05243527579197,0.000950809629372951,0.00564917973487803,0.00170415381651482,"FOS/STAT3",2
"GO:0050810","regulation of steroid biosynthetic process","2/10","88/18805",0.0227272727272727,42.7386363636364,9.05243527579197,0.000950809629372951,0.00564917973487803,0.00170415381651482,"TNF/NFKB1",2
"GO:0050867","positive regulation of cell activation","3/10","392/18805",0.0076530612244898,14.3915816326531,6.18040003338604,0.000967300666451541,0.00567515118505687,0.00171198846650293,"IL6/TNF/CCL2",3
"GO:0002287","alpha-beta T cell activation involved in immune response","2/10","89/18805",0.0224719101123595,42.2584269662921,8.99922493640984,0.000972391332693595,0.00567515118505687,0.00171198846650293,"IL6/STAT3",2
"GO:0002293","alpha-beta T cell differentiation involved in immune response","2/10","89/18805",0.0224719101123595,42.2584269662921,8.99922493640984,0.000972391332693595,0.00567515118505687,0.00171198846650293,"IL6/STAT3",2
"GO:0098586","cellular response to virus","2/10","89/18805",0.0224719101123595,42.2584269662921,8.99922493640984,0.000972391332693595,0.00567515118505687,0.00171198846650293,"IL6/NFKB1",2
"GO:0050863","regulation of T cell activation","3/10","395/18805",0.00759493670886076,14.2822784810127,6.15386821167887,0.000988900777633723,0.00574607984889375,0.00173338508669394,"IL6/IRF1/CCL2",3
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","3/10","396/18805",0.00757575757575758,14.2462121212121,6.14508869678918,0.000996168825516626,0.00576292403884399,0.00173846637140021,"IL6/TNF/STAT3",3
"GO:0051591","response to cAMP","2/10","91/18805",0.021978021978022,41.3296703296703,8.89541085463343,0.00101626228384256,0.00583902908264168,0.00176142451876506,"FOS/STAT1",2
"GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","3/10","399/18805",0.0075187969924812,14.1390977443609,6.11894061980635,0.00101817792949779,0.00583902908264168,0.00176142451876506,"JUN/FOS/STAT3",3
"GO:2000146","negative regulation of cell motility","3/10","403/18805",0.00744416873449132,13.9987593052109,6.08451362883102,0.00104800410700866,0.00598405808287629,0.00180517453838812,"TNF/STAT3/CCL2",3
"GO:1904705","regulation of vascular associated smooth muscle cell proliferation","2/10","94/18805",0.0212765957446809,40.0106382978723,8.7458583677089,0.0010838344816551,0.00614815510165234,0.00185467669161213,"TNF/JUN",2
"GO:0006979","response to oxidative stress","3/10","408/18805",0.00735294117647059,13.8272058823529,6.04216525268411,0.00108606530605383,0.00614815510165234,0.00185467669161213,"IL6/FOS/STAT1",3
"GO:0002690","positive regulation of leukocyte chemotaxis","2/10","96/18805",0.0208333333333333,39.1770833333333,8.65001839831206,0.00113005739349885,0.00634274766819139,0.00191337825192638,"IL6/CXCL8",2
"GO:1990874","vascular associated smooth muscle cell proliferation","2/10","96/18805",0.0208333333333333,39.1770833333333,8.65001839831206,0.00113005739349885,0.00634274766819139,0.00191337825192638,"TNF/JUN",2
"GO:0002292","T cell differentiation involved in immune response","2/10","97/18805",0.0206185567010309,38.7731958762887,8.60319711462536,0.00115352066677161,0.00644700745538881,0.0019448296701145,"IL6/STAT3",2
"GO:0040013","negative regulation of locomotion","3/10","421/18805",0.00712589073634204,13.4002375296912,5.93546847606835,0.00118912839561846,0.00661797617645887,0.00199640476812693,"TNF/STAT3/CCL2",3
"GO:0042542","response to hydrogen peroxide","2/10","99/18805",0.0202020202020202,37.989898989899,8.51165934500488,0.00120114982144822,0.00662893980958246,0.00199971210089156,"IL6/STAT1",2
"GO:0060395","SMAD protein signal transduction","2/10","99/18805",0.0202020202020202,37.989898989899,8.51165934500488,0.00120114982144822,0.00662893980958246,0.00199971210089156,"JUN/FOS",2
"GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","3/10","427/18805",0.00702576112412178,13.211943793911,5.88780701842705,0.00123872475674576,0.00680782480894855,0.00205367525460481,"JUN/FOS/STAT3",3
"GO:1903035","negative regulation of response to wounding","2/10","101/18805",0.0198019801980198,37.2376237623762,8.42281201215541,0.00124971441955995,0.00683972331701069,0.00206329788422652,"TNF/STAT3",2
"GO:0030098","lymphocyte differentiation","3/10","432/18805",0.00694444444444444,13.0590277777778,5.84881773354895,0.00128104789871068,0.00698224040660903,0.00210629015099016,"IL6/STAT3/IRF1",3
"GO:0032602","chemokine production","2/10","105/18805",0.019047619047619,35.8190476190476,8.25267401321299,0.00134964339089089,0.0072958181663323,0.0022008852534804,"IL6/TNF",2
"GO:0032642","regulation of chemokine production","2/10","105/18805",0.019047619047619,35.8190476190476,8.25267401321299,0.00134964339089089,0.0072958181663323,0.0022008852534804,"IL6/TNF",2
"GO:0043367","CD4-positive, alpha-beta T cell differentiation","2/10","107/18805",0.0186915887850467,35.1495327102804,8.17114717123843,0.00140100449114694,0.0075425507094809,0.00227531556456947,"IL6/STAT3",2
"GO:0010720","positive regulation of cell development","3/10","447/18805",0.00671140939597315,12.6208053691275,5.73563178119351,0.00141351464804031,0.00757896675107793,0.00228630097115634,"IL6/TNF/FOS",3
"GO:0002377","immunoglobulin production","2/10","108/18805",0.0185185185185185,34.8240740740741,8.13122140603602,0.00142703347987374,0.00758974661271557,0.00228955286669046,"IL6/TNF",2
"GO:0007631","feeding behavior","2/10","108/18805",0.0185185185185185,34.8240740740741,8.13122140603602,0.00142703347987374,0.00758974661271557,0.00228955286669046,"FOS/STAT3",2
"GO:0048732","gland development","3/10","451/18805",0.00665188470066519,12.5088691796009,5.70636460205909,0.00145025069827854,0.00768225169088109,0.00231745831303863,"IL6/TNF/NFKB1",3
"GO:0009410","response to xenobiotic stimulus","3/10","453/18805",0.00662251655629139,12.453642384106,5.6918700472125,0.00146884419555431,0.00774962197574455,0.00233778149860855,"TNF/FOS/STAT1",3
"GO:0032760","positive regulation of tumor necrosis factor production","2/10","110/18805",0.0181818181818182,34.1909090909091,8.05298169402422,0.00147978731432783,0.0077762528589578,0.00234581507576397,"IL6/STAT3",2
"GO:0002526","acute inflammatory response","2/10","111/18805",0.018018018018018,33.8828828828829,8.0146435532845,0.00150651175232304,0.00785410672456162,0.0023693007796052,"IL6/TNF",2
"GO:0035249","synaptic transmission, glutamatergic","2/10","111/18805",0.018018018018018,33.8828828828829,8.0146435532845,0.00150651175232304,0.00785410672456162,0.0023693007796052,"TNF/CCL2",2
"GO:0014013","regulation of gliogenesis","2/10","112/18805",0.0178571428571429,33.5803571428571,7.97681105760882,0.00153346759920148,0.00790095220057324,0.0023834323704694,"IL6/TNF",2
"GO:0019218","regulation of steroid metabolic process","2/10","112/18805",0.0178571428571429,33.5803571428571,7.97681105760882,0.00153346759920148,0.00790095220057324,0.0023834323704694,"TNF/NFKB1",2
"GO:0140888","interferon-mediated signaling pathway","2/10","112/18805",0.0178571428571429,33.5803571428571,7.97681105760882,0.00153346759920148,0.00790095220057324,0.0023834323704694,"STAT1/IRF1",2
"GO:0030316","osteoclast differentiation","2/10","113/18805",0.0176991150442478,33.283185840708,7.93947303364339,0.0015606546513858,0.00797869567898399,0.00240688477447504,"TNF/FOS",2
"GO:0042116","macrophage activation","2/10","113/18805",0.0176991150442478,33.283185840708,7.93947303364339,0.0015606546513858,0.00797869567898399,0.00240688477447504,"IL6/TNF",2
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","2/10","114/18805",0.0175438596491228,32.9912280701754,7.90261865132221,0.00158807270541404,0.00808345835538633,0.00243848789620209,"IL6/STAT3",2
"GO:0006935","chemotaxis","3/10","466/18805",0.00643776824034335,12.1062231759657,5.59983828688656,0.00159340346656592,0.00808345835538633,0.00243848789620209,"IL6/CXCL8/CCL2",3
"GO:0042330","taxis","3/10","468/18805",0.00641025641025641,12.0544871794872,5.58600526401711,0.00161314103696526,0.00813410967527599,0.00245376757292552,"IL6/CXCL8/CCL2",3
"GO:1903900","regulation of viral life cycle","2/10","115/18805",0.0173913043478261,32.704347826087,7.86623741041573,0.00161572155793958,0.00813410967527599,0.00245376757292552,"TNF/CXCL8",2
"GO:0045833","negative regulation of lipid metabolic process","2/10","116/18805",0.0172413793103448,32.4224137931034,7.83031912771836,0.00164360100573109,0.0082430027625829,0.00248661669067981,"TNF/NFKB1",2
"GO:0006766","vitamin metabolic process","2/10","117/18805",0.0170940170940171,32.1452991452991,7.79485392483933,0.00167171084567246,0.00835222199031049,0.00251956419323839,"TNF/NFKB1",2
"GO:0033209","tumor necrosis factor-mediated signaling pathway","2/10","118/18805",0.0169491525423729,31.8728813559322,7.75983221656341,0.0017000508747628,0.00846176265589483,0.0025526086620073,"TNF/STAT1",2
"GO:0010876","lipid localization","3/10","482/18805",0.00622406639004149,11.704356846473,5.49148451242134,0.00175565911946469,0.00870569315253358,0.00262619369670619,"IL6/TNF/NFKB1",3
"GO:0071621","granulocyte chemotaxis","2/10","122/18805",0.0163934426229508,30.827868852459,7.62399827875721,0.00181570882662457,0.00896973761167719,0.00270584638858304,"CXCL8/CCL2",2
"GO:0062014","negative regulation of small molecule metabolic process","2/10","125/18805",0.016,30.088,7.52634961455316,0.00190485934665716,0.00937503536657011,0.00282811010619169,"STAT3/NFKB1",2
"GO:0002718","regulation of cytokine production involved in immune response","2/10","126/18805",0.0158730158730159,29.8492063492063,7.49456253656937,0.00193503359471307,0.00947302475876328,0.00285766997231756,"IL6/TNF",2
"GO:0045785","positive regulation of cell adhesion","3/10","499/18805",0.00601202404809619,11.3056112224449,5.38184585604496,0.0019391331955012,0.00947302475876328,0.00285766997231756,"IL6/TNF/CCL2",3
"GO:0002367","cytokine production involved in immune response","2/10","127/18805",0.015748031496063,29.6141732283465,7.46314420381235,0.00196543621008519,0.00956608989336664,0.00288574436749738,"IL6/TNF",2
"GO:0032479","regulation of type I interferon production","2/10","129/18805",0.0155038759689922,29.1550387596899,7.40138521615889,0.00202692573548572,0.00979309540331743,0.00295422374402776,"STAT1/IRF1",2
"GO:0032606","type I interferon production","2/10","129/18805",0.0155038759689922,29.1550387596899,7.40138521615889,0.00202692573548572,0.00979309540331743,0.00295422374402776,"STAT1/IRF1",2
"GO:0002761","regulation of myeloid leukocyte differentiation","2/10","130/18805",0.0153846153846154,28.9307692307692,7.37103076329224,0.00205801224215456,0.00987097508146134,0.00297771723458153,"TNF/FOS",2
"GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","2/10","130/18805",0.0153846153846154,28.9307692307692,7.37103076329224,0.00205801224215456,0.00987097508146134,0.00297771723458153,"IL6/TNF",2
"GO:0045471","response to ethanol","2/10","131/18805",0.0152671755725191,28.7099236641221,7.34101744647715,0.00208932630942037,0.00994881372608472,0.00300119834680182,"TNF/FOS",2
"GO:0050830","defense response to Gram-positive bacterium","2/10","131/18805",0.0152671755725191,28.7099236641221,7.34101744647715,0.00208932630942037,0.00994881372608472,0.00300119834680182,"IL6/TNF",2
"GO:0002708","positive regulation of lymphocyte mediated immunity","2/10","133/18805",0.0150375939849624,28.2781954887218,7.28198860133145,0.00215263632028351,0.0101768003815554,0.00306997369955543,"IL6/TNF",2
"GO:0038061","non-canonical NF-kappaB signal transduction","2/10","133/18805",0.0150375939849624,28.2781954887218,7.28198860133145,0.00215263632028351,0.0101768003815554,0.00306997369955543,"TNF/NFKB1",2
"GO:0035710","CD4-positive, alpha-beta T cell activation","2/10","134/18805",0.0149253731343284,28.0671641791045,7.25296068169075,0.00218463186143726,0.0102911765186991,0.00310447685572664,"IL6/STAT3",2
"GO:0021782","glial cell development","2/10","135/18805",0.0148148148148148,27.8592592592593,7.22424910430654,0.00221685415830069,0.0103689029602788,0.00312792412033468,"IL6/TNF",2
"GO:0046683","response to organophosphorus","2/10","135/18805",0.0148148148148148,27.8592592592593,7.22424910430654,0.00221685415830069,0.0103689029602788,0.00312792412033468,"FOS/STAT1",2
